person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
48,22349,RENT,14.0,HOMEIMPROVEMENT,D,5920,14.56,0,0.26,N,14
56,27906,MORTGAGE,32.0,MEDICAL,D,3044,14.2,0,0.11,N,32
57,26985,MORTGAGE,32.0,EDUCATION,B,2116,9.27,0,0.08,N,3
38,52652,RENT,17.0,PERSONAL,B,18540,9.45,0,0.35,Y,7
27,116571,RENT,6.0,MEDICAL,E,34756,19.51,0,0.3,N,2
67,149589,RENT,0.0,EDUCATION,E,6587,17.09,0,0.04,N,16
64,67442,RENT,1.0,VENTURE,E,19212,17.22,1,0.28,N,21
20,62970,MORTGAGE,1.0,DEBTCONSOLIDATION,A,16803,6.09,0,0.27,N,2
41,19919,RENT,9.0,PERSONAL,A,3077,6.69,0,0.15,N,17
36,37371,MORTGAGE,8.0,EDUCATION,C,7088,13.57,1,0.19,N,11
26,33060,MORTGAGE,1.0,MEDICAL,B,3345,8.77,0,0.1,N,3
44,35938,MORTGAGE,25.0,DEBTCONSOLIDATION,A,10276,5.0,0,0.29,N,4
64,45068,MORTGAGE,21.0,HOMEIMPROVEMENT,A,11543,7.24,1,0.26,N,31
23,38713,RENT,1.0,DEBTCONSOLIDATION,D,4005,15.16,1,0.1,N,2
55,18221,RENT,34.0,EDUCATION,D,5435,16.81,1,0.3,Y,14
25,71250,MORTGAGE,2.0,DEBTCONSOLIDATION,B,17220,9.36,0,0.24,N,2
50,28670,RENT,6.0,PERSONAL,D,7628,16.56,0,0.27,N,17
38,55249,RENT,12.0,PERSONAL,B,1076,10.3,0,0.02,N,6
63,138280,MORTGAGE,9.0,HOMEIMPROVEMENT,C,19946,,0,0.14,N,33
58,30955,MORTGAGE,8.0,DEBTCONSOLIDATION,B,2572,8.52,1,0.08,N,15
46,13833,RENT,1.0,PERSONAL,A,5187,6.56,0,0.37,N,2
29,42488,MORTGAGE,1.0,PERSONAL,B,6970,8.72,0,0.16,N,9
45,85006,MORTGAGE,1.0,PERSONAL,B,30137,10.25,0,0.35,N,20
38,130505,RENT,2.0,PERSONAL,B,25440,8.26,0,0.19,N,18
58,26508,RENT,5.0,EDUCATION,A,4111,6.09,0,0.16,Y,23
22,62840,MORTGAGE,3.0,DEBTCONSOLIDATION,F,3737,20.71,1,0.06,Y,3
64,38845,RENT,2.0,VENTURE,A,10544,,1,0.27,Y,9
32,46491,RENT,8.0,HOMEIMPROVEMENT,A,5649,5.21,0,0.12,N,12
69,183904,RENT,4.0,HOMEIMPROVEMENT,B,4868,8.0,0,0.03,N,4
47,23121,MORTGAGE,24.0,MEDICAL,B,4137,9.53,0,0.18,N,2
39,55651,RENT,4.0,HOMEIMPROVEMENT,B,8824,9.56,0,0.16,N,20
47,61935,RENT,27.0,VENTURE,C,23520,12.8,1,0.38,N,16
27,84363,RENT,1.0,EDUCATION,B,8799,10.66,0,0.1,N,6
60,51482,OTHER,,VENTURE,B,13379,10.19,0,0.26,N,33
58,57183,RENT,15.0,MEDICAL,C,18386,11.34,0,0.32,N,33
20,40302,OWN,0.0,HOMEIMPROVEMENT,A,13655,7.1,1,0.34,N,2
22,56081,MORTGAGE,2.0,DEBTCONSOLIDATION,B,9614,9.08,0,0.17,Y,3
32,41291,RENT,13.0,MEDICAL,D,9763,15.86,0,0.24,N,9
47,66888,MORTGAGE,15.0,HOMEIMPROVEMENT,A,12101,,1,0.18,N,12
68,40749,MORTGAGE,30.0,PERSONAL,B,8906,9.99,0,0.22,N,38
44,59192,MORTGAGE,10.0,HOMEIMPROVEMENT,D,6359,16.85,0,0.11,N,20
52,48308,RENT,31.0,EDUCATION,B,10615,7.86,0,0.22,Y,22
57,86079,MORTGAGE,1.0,PERSONAL,B,24053,9.26,1,0.28,N,19
25,47777,MORTGAGE,1.0,EDUCATION,F,2753,20.49,1,0.06,Y,4
63,20200,OTHER,39.0,VENTURE,A,1467,5.78,0,0.07,Y,28
64,92130,RENT,2.0,PERSONAL,A,14481,,0,0.16,N,44
51,31167,MORTGAGE,,DEBTCONSOLIDATION,D,12114,,1,0.39,N,7
64,35352,RENT,2.0,PERSONAL,D,7353,16.4,0,0.21,Y,2
66,36394,RENT,17.0,DEBTCONSOLIDATION,B,11495,10.63,0,0.32,N,30
40,97462,RENT,20.0,VENTURE,B,27282,7.94,0,0.28,N,10
35,16850,MORTGAGE,9.0,EDUCATION,D,1072,14.81,1,0.06,Y,14
40,235360,RENT,11.0,MEDICAL,C,1146,12.54,0,0.0,N,8
30,83118,OWN,0.0,HOMEIMPROVEMENT,A,8507,6.85,0,0.1,N,7
56,54809,OTHER,2.0,VENTURE,A,17700,7.41,0,0.32,N,32
55,47693,RENT,11.0,VENTURE,B,16977,8.68,0,0.36,N,28
54,56544,MORTGAGE,21.0,MEDICAL,D,9797,14.54,0,0.17,Y,33
38,63612,RENT,4.0,MEDICAL,D,9766,16.95,0,0.15,N,6
39,67684,RENT,10.0,DEBTCONSOLIDATION,E,2177,17.78,0,0.03,N,2
37,64718,MORTGAGE,16.0,EDUCATION,D,12518,14.82,0,0.19,N,16
66,51266,MORTGAGE,30.0,MEDICAL,B,4422,9.28,0,0.09,Y,6
60,44414,OWN,29.0,EDUCATION,B,3594,8.11,0,0.08,N,21
68,45449,MORTGAGE,27.0,HOMEIMPROVEMENT,C,12074,12.88,0,0.27,N,39
33,44468,RENT,10.0,HOMEIMPROVEMENT,C,12392,11.17,0,0.28,N,6
34,86412,RENT,1.0,EDUCATION,B,1435,8.92,0,0.02,N,2
50,65958,OWN,26.0,PERSONAL,A,4351,7.21,1,0.07,N,19
20,11268,RENT,0.0,PERSONAL,D,1357,16.46,1,0.12,N,2
22,68046,RENT,,MEDICAL,B,12169,8.11,0,0.18,N,3
35,54033,OWN,12.0,MEDICAL,B,20314,7.92,1,0.38,N,9
42,48564,RENT,19.0,DEBTCONSOLIDATION,C,17518,13.42,1,0.36,N,22
30,40365,RENT,5.0,MEDICAL,C,13106,13.05,0,0.32,N,8
31,85996,OWN,8.0,EDUCATION,A,22002,6.31,0,0.26,N,3
29,78728,OWN,9.0,DEBTCONSOLIDATION,D,9995,14.85,1,0.13,Y,9
51,33308,MORTGAGE,2.0,MEDICAL,A,11899,5.84,0,0.36,N,6
35,60085,MORTGAGE,4.0,VENTURE,A,3366,5.28,0,0.06,Y,5
27,30156,RENT,8.0,PERSONAL,B,10668,9.92,1,0.35,N,2
57,24592,MORTGAGE,34.0,MEDICAL,C,4415,13.31,0,0.18,Y,23
31,35833,MORTGAGE,4.0,DEBTCONSOLIDATION,E,11653,18.32,1,0.33,N,5
43,75447,RENT,6.0,VENTURE,C,29518,11.41,0,0.39,N,9
47,78949,RENT,14.0,EDUCATION,E,11232,19.4,0,0.14,N,4
27,63357,MORTGAGE,4.0,VENTURE,A,18390,6.28,0,0.29,N,7
47,70442,OWN,4.0,DEBTCONSOLIDATION,A,25292,7.46,1,0.36,N,27
55,63455,MORTGAGE,32.0,EDUCATION,B,5691,9.92,0,0.09,N,31
45,35570,MORTGAGE,17.0,MEDICAL,A,8669,5.11,0,0.24,N,13
27,60837,MORTGAGE,1.0,DEBTCONSOLIDATION,D,19280,16.91,0,0.32,N,8
69,73145,OTHER,12.0,PERSONAL,C,20449,11.8,0,0.28,N,42
47,71478,OWN,6.0,VENTURE,E,3748,19.76,1,0.05,N,3
47,88827,RENT,23.0,VENTURE,A,24076,5.77,0,0.27,N,2
56,69853,MORTGAGE,8.0,VENTURE,B,3661,9.62,0,0.05,N,29
60,58438,RENT,22.0,EDUCATION,B,20362,8.98,0,0.35,N,41
55,83706,MORTGAGE,12.0,EDUCATION,A,24333,,0,0.29,N,36
46,48375,MORTGAGE,17.0,VENTURE,B,16173,8.44,0,0.33,Y,3
36,31541,MORTGAGE,16.0,EDUCATION,B,11015,9.37,0,0.35,Y,17
28,45182,OWN,5.0,MEDICAL,B,12599,8.53,0,0.28,N,5
52,33777,RENT,9.0,EDUCATION,B,7107,9.84,0,0.21,N,19
39,34975,RENT,16.0,PERSONAL,A,13698,7.37,1,0.39,N,13
32,45603,RENT,3.0,DEBTCONSOLIDATION,B,14309,8.7,0,0.31,N,3
47,32984,MORTGAGE,27.0,MEDICAL,B,3661,10.33,0,0.11,N,22
67,42024,MORTGAGE,34.0,DEBTCONSOLIDATION,A,16133,,0,0.38,N,11
48,19018,MORTGAGE,17.0,PERSONAL,A,7165,5.02,1,0.38,Y,22
32,54537,RENT,4.0,VENTURE,A,9210,7.45,0,0.17,N,9
65,49050,RENT,32.0,EDUCATION,B,4358,7.66,1,0.09,N,26
54,32580,MORTGAGE,16.0,HOMEIMPROVEMENT,A,1275,6.86,0,0.04,N,18
25,68160,RENT,2.0,HOMEIMPROVEMENT,B,5078,8.25,0,0.07,N,4
37,78337,OWN,13.0,PERSONAL,C,22138,12.55,0,0.28,N,7
24,21943,MORTGAGE,5.0,DEBTCONSOLIDATION,C,3945,12.91,0,0.18,N,3
66,33477,MORTGAGE,38.0,EDUCATION,C,5698,13.27,0,0.17,N,38
44,33370,RENT,17.0,VENTURE,B,1364,9.82,0,0.04,N,9
21,30639,MORTGAGE,1.0,DEBTCONSOLIDATION,B,11165,7.74,0,0.36,N,2
29,74216,RENT,7.0,DEBTCONSOLIDATION,C,1794,13.38,1,0.02,N,9
49,44492,OTHER,0.0,DEBTCONSOLIDATION,B,14646,8.49,0,0.33,N,19
69,42947,RENT,16.0,EDUCATION,C,7795,11.08,0,0.18,Y,31
64,17998,RENT,5.0,PERSONAL,B,6870,9.89,0,0.38,N,10
24,67353,MORTGAGE,4.0,EDUCATION,B,1589,10.52,0,0.02,N,3
52,26380,RENT,24.0,MEDICAL,C,5294,11.34,0,0.2,N,15
20,50512,MORTGAGE,1.0,HOMEIMPROVEMENT,A,5313,5.07,0,0.11,N,2
37,56313,MORTGAGE,10.0,PERSONAL,B,17211,8.32,0,0.31,N,15
51,96792,MORTGAGE,25.0,VENTURE,A,22129,6.27,0,0.23,N,18
66,25478,OTHER,29.0,EDUCATION,B,8377,9.48,0,0.33,N,35
68,10831,RENT,15.0,EDUCATION,A,1669,6.89,0,0.15,N,47
30,53740,MORTGAGE,2.0,VENTURE,B,18821,8.26,0,0.35,N,7
40,120602,RENT,7.0,MEDICAL,C,13952,,0,0.12,Y,13
45,91078,RENT,2.0,HOMEIMPROVEMENT,C,10047,11.83,1,0.11,N,24
44,54438,MORTGAGE,17.0,PERSONAL,B,5033,7.85,0,0.09,N,17
41,38337,RENT,15.0,HOMEIMPROVEMENT,F,2893,21.7,1,0.08,N,7
46,73391,OWN,8.0,PERSONAL,B,24903,8.41,0,0.34,Y,19
68,30128,OWN,26.0,EDUCATION,B,10378,8.57,0,0.34,N,40
32,62204,MORTGAGE,1.0,VENTURE,D,19226,16.22,0,0.31,N,3
52,63116,MORTGAGE,2.0,HOMEIMPROVEMENT,C,23628,13.98,0,0.37,N,14
53,83291,RENT,32.0,EDUCATION,C,17710,12.97,0,0.21,N,9
60,194819,OWN,36.0,EDUCATION,A,28802,7.26,0,0.15,N,2
54,59647,MORTGAGE,33.0,MEDICAL,B,19784,10.22,0,0.33,N,6
20,38006,RENT,0.0,EDUCATION,D,9106,,1,0.24,N,2
40,48397,RENT,13.0,HOMEIMPROVEMENT,B,5278,8.61,1,0.11,Y,14
67,20240,OWN,6.0,HOMEIMPROVEMENT,C,5550,13.85,0,0.27,Y,47
25,34635,RENT,1.0,PERSONAL,B,13293,10.0,1,0.38,N,5
47,39948,RENT,26.0,MEDICAL,D,8500,14.32,1,0.21,N,18
36,37720,MORTGAGE,9.0,HOMEIMPROVEMENT,A,5015,6.65,0,0.13,N,10
24,52900,OWN,5.0,EDUCATION,B,9242,7.75,0,0.17,N,3
50,32493,MORTGAGE,31.0,VENTURE,A,10660,,0,0.33,N,21
24,85863,MORTGAGE,4.0,PERSONAL,C,8826,11.61,0,0.1,N,4
57,49025,MORTGAGE,26.0,VENTURE,C,10201,13.01,0,0.21,Y,21
22,48793,RENT,,PERSONAL,A,16105,6.5,0,0.33,N,3
42,41608,RENT,13.0,HOMEIMPROVEMENT,C,10266,13.38,0,0.25,Y,3
56,52976,RENT,25.0,EDUCATION,B,1153,9.15,0,0.02,N,5
56,74053,MORTGAGE,34.0,EDUCATION,A,9773,5.04,0,0.13,N,25
29,31774,RENT,3.0,HOMEIMPROVEMENT,B,1787,8.79,0,0.06,Y,8
29,35275,RENT,5.0,PERSONAL,A,5886,7.36,1,0.17,Y,3
38,42114,OWN,2.0,MEDICAL,B,4381,7.75,0,0.1,N,15
36,25010,RENT,10.0,EDUCATION,B,8566,7.65,0,0.34,N,3
40,32544,RENT,15.0,EDUCATION,C,7277,11.35,0,0.22,N,19
33,38634,OWN,13.0,DEBTCONSOLIDATION,C,3267,,0,0.08,N,2
28,75901,RENT,4.0,HOMEIMPROVEMENT,B,21642,10.24,0,0.29,N,6
65,55897,RENT,28.0,PERSONAL,A,1970,6.24,0,0.04,N,7
20,54003,RENT,1.0,VENTURE,E,9839,19.03,1,0.18,N,2
64,75015,MORTGAGE,19.0,MEDICAL,C,14813,13.3,0,0.2,Y,23
32,45766,OWN,3.0,DEBTCONSOLIDATION,A,15450,7.06,1,0.34,N,2
23,59589,RENT,2.0,EDUCATION,C,6618,11.9,1,0.11,N,4
20,46554,OWN,0.0,VENTURE,A,2495,6.83,0,0.05,N,2
68,55976,RENT,1.0,MEDICAL,B,3047,7.91,0,0.05,N,23
59,36629,MORTGAGE,28.0,MEDICAL,B,10364,7.72,0,0.28,N,7
51,14480,RENT,17.0,MEDICAL,B,5218,10.82,1,0.36,Y,21
53,45837,MORTGAGE,13.0,EDUCATION,D,14091,15.23,1,0.31,N,4
47,99844,MORTGAGE,2.0,HOMEIMPROVEMENT,B,3886,7.97,0,0.04,Y,15
50,77894,MORTGAGE,10.0,MEDICAL,A,22572,5.98,0,0.29,Y,26
27,79435,RENT,2.0,DEBTCONSOLIDATION,E,16161,18.58,1,0.2,N,7
58,90950,RENT,13.0,EDUCATION,D,5158,16.83,0,0.06,N,18
45,51242,MORTGAGE,,VENTURE,C,7733,13.49,0,0.15,N,4
53,54103,RENT,20.0,DEBTCONSOLIDATION,B,2657,8.67,0,0.05,N,24
22,35996,MORTGAGE,2.0,VENTURE,A,6043,7.26,0,0.17,N,3
69,41854,MORTGAGE,21.0,DEBTCONSOLIDATION,C,16617,13.93,1,0.4,N,8
31,66695,MORTGAGE,3.0,HOMEIMPROVEMENT,A,7360,6.5,0,0.11,N,3
20,89495,RENT,1.0,EDUCATION,A,10329,7.5,0,0.12,N,2
63,45719,MORTGAGE,4.0,VENTURE,B,5043,9.8,0,0.11,N,11
24,39140,MORTGAGE,5.0,PERSONAL,A,15242,5.21,0,0.39,N,3
49,49033,MORTGAGE,24.0,MEDICAL,A,1597,5.54,0,0.03,N,24
49,66211,RENT,4.0,EDUCATION,B,25740,10.63,0,0.39,N,11
36,23815,RENT,17.0,HOMEIMPROVEMENT,A,3324,5.61,0,0.14,N,4
67,15551,RENT,16.0,MEDICAL,A,4039,7.43,0,0.26,N,24
66,37224,RENT,33.0,MEDICAL,A,1569,5.04,0,0.04,N,32
42,26626,OWN,13.0,EDUCATION,A,4328,5.92,0,0.16,N,2
34,38022,MORTGAGE,3.0,DEBTCONSOLIDATION,C,1140,13.14,0,0.03,N,3
56,45529,RENT,1.0,PERSONAL,C,4280,13.66,0,0.09,N,29
40,39080,MORTGAGE,16.0,PERSONAL,B,3763,9.75,0,0.1,N,2
33,101339,RENT,13.0,EDUCATION,B,32742,9.34,1,0.32,Y,10
21,57720,RENT,1.0,DEBTCONSOLIDATION,A,4590,5.99,0,0.08,Y,2
30,56967,RENT,5.0,DEBTCONSOLIDATION,A,19422,5.52,1,0.34,Y,3
58,66909,RENT,5.0,VENTURE,A,18458,6.9,0,0.28,N,19
57,27738,MORTGAGE,23.0,DEBTCONSOLIDATION,B,6622,,0,0.24,Y,8
53,82417,RENT,23.0,EDUCATION,C,14570,12.77,0,0.18,Y,15
57,47198,MORTGAGE,14.0,DEBTCONSOLIDATION,B,3225,7.63,0,0.07,N,30
69,68544,RENT,23.0,PERSONAL,B,15878,10.67,0,0.23,N,20
53,28683,MORTGAGE,11.0,PERSONAL,A,8523,6.09,1,0.3,N,6
37,22541,RENT,7.0,PERSONAL,C,2341,13.66,0,0.1,N,10
49,73787,RENT,22.0,VENTURE,B,10881,10.51,0,0.15,N,19
34,59172,RENT,10.0,HOMEIMPROVEMENT,C,17747,12.59,0,0.3,N,14
46,31224,RENT,2.0,EDUCATION,B,10259,10.39,1,0.33,Y,6
53,31734,RENT,27.0,DEBTCONSOLIDATION,C,11832,,0,0.37,N,16
57,86052,MORTGAGE,13.0,MEDICAL,D,29325,15.44,0,0.34,Y,27
52,27045,MORTGAGE,23.0,PERSONAL,D,3030,15.24,0,0.11,N,25
43,111450,MORTGAGE,21.0,MEDICAL,B,23849,10.19,0,0.21,Y,20
34,31247,OWN,7.0,VENTURE,B,7791,10.95,1,0.25,N,5
49,67453,RENT,3.0,HOMEIMPROVEMENT,A,7157,6.32,0,0.11,Y,12
61,41593,RENT,33.0,MEDICAL,E,14668,19.7,1,0.35,Y,10
36,66276,OTHER,6.0,VENTURE,B,18001,9.38,0,0.27,N,6
24,37344,MORTGAGE,1.0,EDUCATION,A,13646,5.59,1,0.37,Y,3
48,45188,MORTGAGE,1.0,VENTURE,B,1193,9.36,0,0.03,N,29
23,50034,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9164,5.22,0,0.18,N,4
29,29700,RENT,6.0,PERSONAL,B,5458,8.99,0,0.18,N,3
36,70998,RENT,13.0,DEBTCONSOLIDATION,B,2119,10.22,0,0.03,N,10
29,37926,RENT,5.0,VENTURE,B,14351,8.14,1,0.38,N,9
36,43726,RENT,17.0,EDUCATION,A,7540,6.54,0,0.17,N,8
39,29816,RENT,6.0,DEBTCONSOLIDATION,E,1526,17.01,0,0.05,N,6
43,13613,RENT,4.0,MEDICAL,C,2952,11.24,0,0.22,N,12
24,44555,MORTGAGE,1.0,EDUCATION,D,15860,15.2,0,0.36,N,4
53,163784,MORTGAGE,18.0,EDUCATION,B,27358,8.15,0,0.17,N,10
25,72569,MORTGAGE,2.0,EDUCATION,C,6845,11.54,0,0.09,N,4
21,48550,MORTGAGE,2.0,HOMEIMPROVEMENT,B,8971,8.33,0,0.18,N,2
32,42982,RENT,12.0,VENTURE,A,14354,7.15,0,0.33,N,6
62,49574,RENT,33.0,DEBTCONSOLIDATION,A,15153,5.77,0,0.31,N,42
62,64444,MORTGAGE,8.0,EDUCATION,B,25144,10.57,0,0.39,N,2
67,27162,RENT,17.0,PERSONAL,A,8197,7.32,1,0.3,N,27
30,85576,RENT,,PERSONAL,G,31136,22.46,1,0.36,N,11
66,70100,RENT,13.0,MEDICAL,A,22485,6.67,0,0.32,N,41
42,70199,RENT,18.0,DEBTCONSOLIDATION,B,4526,8.05,0,0.06,N,20
35,61037,OWN,14.0,VENTURE,B,21233,9.36,0,0.35,Y,14
50,49503,RENT,7.0,EDUCATION,A,2634,5.01,0,0.05,N,25
30,68626,OWN,3.0,DEBTCONSOLIDATION,B,12201,8.57,0,0.18,N,6
35,65900,MORTGAGE,14.0,HOMEIMPROVEMENT,A,1093,6.75,0,0.02,N,3
27,41067,RENT,2.0,PERSONAL,C,12986,12.9,0,0.32,N,2
23,36798,RENT,2.0,HOMEIMPROVEMENT,B,4366,10.52,0,0.12,N,3
59,51582,RENT,17.0,EDUCATION,B,8716,8.83,1,0.17,N,31
23,106352,RENT,1.0,PERSONAL,C,17472,13.1,0,0.16,N,4
44,26382,MORTGAGE,5.0,EDUCATION,D,3550,16.76,0,0.13,N,13
22,23534,MORTGAGE,3.0,MEDICAL,D,7137,16.64,0,0.3,N,3
51,53230,MORTGAGE,29.0,MEDICAL,B,7357,8.65,0,0.14,N,8
22,50284,RENT,2.0,EDUCATION,B,2445,7.8,0,0.05,N,2
46,53459,OWN,0.0,PERSONAL,B,7335,10.18,0,0.14,N,23
48,55380,OWN,11.0,HOMEIMPROVEMENT,C,19214,11.5,1,0.35,N,16
51,43844,RENT,32.0,DEBTCONSOLIDATION,D,12956,14.43,1,0.3,N,31
69,103252,OWN,39.0,HOMEIMPROVEMENT,A,6593,5.27,0,0.06,Y,40
38,22016,RENT,0.0,EDUCATION,B,2631,9.62,0,0.12,N,18
40,32394,OWN,0.0,EDUCATION,C,1202,11.83,0,0.04,N,6
24,46554,MORTGAGE,4.0,EDUCATION,B,8153,10.32,0,0.18,N,5
37,21555,RENT,7.0,PERSONAL,B,5542,10.09,0,0.26,N,11
47,44894,MORTGAGE,1.0,MEDICAL,B,17192,8.0,1,0.38,Y,7
61,112502,RENT,22.0,VENTURE,B,32619,10.52,0,0.29,N,35
41,49535,RENT,6.0,VENTURE,G,14403,24.04,1,0.29,N,6
40,55014,MORTGAGE,21.0,VENTURE,B,14065,8.78,0,0.26,Y,11
25,26105,MORTGAGE,0.0,EDUCATION,A,9010,6.67,0,0.35,N,5
20,36019,RENT,1.0,EDUCATION,A,11417,6.09,0,0.32,Y,2
24,40635,RENT,1.0,VENTURE,A,10878,,0,0.27,N,4
60,41820,RENT,10.0,EDUCATION,B,1828,9.32,0,0.04,N,14
31,93043,RENT,6.0,EDUCATION,B,30230,10.35,0,0.32,N,3
45,64786,MORTGAGE,16.0,EDUCATION,A,8170,6.55,1,0.13,Y,4
65,28120,MORTGAGE,7.0,EDUCATION,C,3022,13.97,0,0.11,N,29
53,55450,MORTGAGE,,PERSONAL,C,10749,13.75,0,0.19,N,24
68,62888,RENT,33.0,HOMEIMPROVEMENT,A,21595,5.83,0,0.34,N,44
33,86688,MORTGAGE,11.0,HOMEIMPROVEMENT,B,33655,8.85,0,0.39,N,8
45,108041,RENT,0.0,EDUCATION,F,28087,20.71,1,0.26,N,4
64,29509,MORTGAGE,15.0,PERSONAL,B,9295,10.13,0,0.31,N,42
46,32681,MORTGAGE,0.0,VENTURE,C,12630,12.1,0,0.39,Y,8
28,26139,OWN,4.0,EDUCATION,B,7785,8.96,0,0.3,Y,8
45,43607,RENT,,MEDICAL,C,9998,13.09,0,0.23,N,3
66,61894,RENT,12.0,PERSONAL,C,24550,11.57,1,0.4,N,45
41,80311,RENT,14.0,EDUCATION,C,5655,12.07,0,0.07,N,17
66,47194,MORTGAGE,9.0,HOMEIMPROVEMENT,D,7918,14.98,1,0.17,N,17
49,41775,RENT,8.0,HOMEIMPROVEMENT,E,4436,19.66,0,0.11,Y,17
62,52885,RENT,11.0,EDUCATION,B,5872,9.84,0,0.11,N,4
67,32287,RENT,24.0,EDUCATION,A,1360,5.0,0,0.04,N,29
36,139353,MORTGAGE,3.0,PERSONAL,B,5599,10.35,0,0.04,N,14
45,21942,RENT,25.0,PERSONAL,C,2976,12.69,0,0.14,N,23
55,53764,MORTGAGE,0.0,DEBTCONSOLIDATION,C,7731,13.75,1,0.14,N,21
20,134834,MORTGAGE,1.0,VENTURE,A,14750,5.37,0,0.11,N,2
27,49187,MORTGAGE,7.0,MEDICAL,A,19557,5.19,0,0.4,N,5
68,44577,RENT,30.0,HOMEIMPROVEMENT,C,5691,11.54,0,0.13,Y,34
54,40997,RENT,22.0,HOMEIMPROVEMENT,A,10781,5.01,0,0.26,N,23
34,44792,RENT,15.0,HOMEIMPROVEMENT,B,4514,,0,0.1,Y,9
66,97384,RENT,28.0,PERSONAL,C,25838,12.8,0,0.27,Y,25
41,16221,RENT,0.0,EDUCATION,B,3983,8.42,0,0.25,Y,22
33,105526,MORTGAGE,10.0,VENTURE,A,32965,5.29,1,0.31,Y,11
45,24053,RENT,,EDUCATION,A,1001,6.0,0,0.04,N,23
47,42902,MORTGAGE,22.0,DEBTCONSOLIDATION,A,2933,6.13,0,0.07,N,6
42,39552,RENT,15.0,VENTURE,A,1393,6.95,0,0.04,N,21
33,65793,MORTGAGE,8.0,DEBTCONSOLIDATION,B,25881,10.47,0,0.39,N,13
43,22047,MORTGAGE,12.0,EDUCATION,B,6265,8.47,0,0.28,Y,21
21,61764,MORTGAGE,2.0,DEBTCONSOLIDATION,A,1529,5.32,0,0.02,N,2
64,134881,MORTGAGE,23.0,EDUCATION,A,28955,6.68,0,0.21,N,21
45,24795,MORTGAGE,1.0,DEBTCONSOLIDATION,A,9862,5.02,1,0.4,N,5
33,53898,MORTGAGE,12.0,PERSONAL,F,21452,20.91,1,0.4,Y,7
26,35207,RENT,3.0,MEDICAL,B,8507,,0,0.24,N,7
22,60654,OWN,2.0,HOMEIMPROVEMENT,D,7495,15.41,0,0.12,Y,2
66,49492,RENT,32.0,MEDICAL,D,7953,16.84,0,0.16,N,29
42,35569,RENT,11.0,MEDICAL,B,6053,,1,0.17,N,12
65,62563,RENT,22.0,DEBTCONSOLIDATION,C,20056,11.8,1,0.32,N,15
62,120834,RENT,13.0,MEDICAL,A,2713,6.62,0,0.02,N,12
66,44558,RENT,12.0,VENTURE,C,1635,11.94,0,0.04,N,10
64,70254,RENT,30.0,PERSONAL,A,22518,6.83,0,0.32,N,25
37,25677,RENT,10.0,HOMEIMPROVEMENT,D,7619,14.2,1,0.3,Y,11
57,30387,MORTGAGE,12.0,VENTURE,A,10309,7.21,0,0.34,N,38
54,62081,RENT,24.0,MEDICAL,C,16778,11.26,0,0.27,N,33
34,102956,MORTGAGE,14.0,PERSONAL,A,8445,6.92,0,0.08,N,5
44,58559,RENT,5.0,VENTURE,D,13415,16.28,1,0.23,N,15
56,41918,MORTGAGE,36.0,PERSONAL,A,15281,7.38,0,0.36,N,5
47,49003,MORTGAGE,21.0,PERSONAL,C,7602,11.59,0,0.16,N,25
29,26233,MORTGAGE,0.0,VENTURE,B,1037,7.9,0,0.04,Y,8
58,66320,MORTGAGE,32.0,EDUCATION,B,10824,9.81,0,0.16,N,11
36,76203,RENT,9.0,EDUCATION,C,29869,12.97,0,0.39,N,7
58,39103,OTHER,26.0,VENTURE,E,4775,19.16,0,0.12,N,17
41,38753,MORTGAGE,22.0,PERSONAL,A,11246,6.98,0,0.29,Y,8
45,55990,MORTGAGE,16.0,EDUCATION,D,21469,15.09,0,0.38,N,19
63,39404,MORTGAGE,28.0,PERSONAL,B,12595,8.98,0,0.32,N,26
44,47426,RENT,15.0,VENTURE,C,11555,12.33,0,0.24,N,8
36,140064,MORTGAGE,7.0,VENTURE,B,6120,8.18,0,0.04,N,9
32,43325,RENT,4.0,VENTURE,B,14373,9.43,0,0.33,N,6
39,40979,OWN,,EDUCATION,D,15678,15.9,1,0.38,N,16
44,35462,RENT,11.0,PERSONAL,B,7744,9.13,0,0.22,N,20
23,71118,MORTGAGE,0.0,PERSONAL,B,18425,7.83,1,0.26,N,3
29,44774,RENT,6.0,MEDICAL,A,5715,5.83,0,0.13,N,3
22,35429,RENT,3.0,DEBTCONSOLIDATION,A,2394,6.43,0,0.07,N,2
60,94906,OWN,38.0,EDUCATION,C,33322,12.15,0,0.35,Y,2
64,99688,MORTGAGE,31.0,EDUCATION,C,34002,12.85,0,0.34,N,34
37,36307,MORTGAGE,11.0,PERSONAL,B,4140,8.63,0,0.11,N,8
66,19278,RENT,34.0,VENTURE,A,1446,6.94,0,0.08,N,11
55,81125,RENT,4.0,VENTURE,B,13897,8.25,1,0.17,N,9
66,34810,MORTGAGE,7.0,VENTURE,B,9199,8.34,0,0.26,N,33
41,72788,OTHER,19.0,DEBTCONSOLIDATION,B,18383,,0,0.25,N,18
53,18305,MORTGAGE,9.0,MEDICAL,D,2334,,1,0.13,N,15
66,76595,RENT,11.0,PERSONAL,C,9325,11.76,0,0.12,N,18
27,26753,MORTGAGE,5.0,EDUCATION,A,9247,7.16,0,0.35,N,2
